9,Hoàng Đình Cầu,1917-04-01,nam,Hà Tây,0,,,,TRUE
9,Trần Thị Minh Chánh,1948-12-25,Nữ,Phú Yên,0,,,,TRUE
9,Lê Minh Châu (Lê Minh Châu (Ba Châu)),1935-12-25,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Lê Minh Châu,1944-07-15,nam,Đồng Tháp,0,,,,TRUE
9,Cao Minh Châu,1951-10-08,Nữ,TP Hà Nội,0,,,,TRUE
9,Thích Minh Châu (Hoà thượng Thích Minh Châu),1920-10-20,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Phạm Thị Trân Châu,1938-07-29,Nữ,TP Hà Nội,0,,,,TRUE
9,Lê Văn Chỉ,1945-12-23,nam,Thanh Hoá,0,,,,TRUE
9,Hoàng Thị Chiên,1960-12-20,Nữ,Bắc Thái,0,,,,TRUE
9,Nguyễn Văn Chính (Nguyễn Văn Chính (Chín Cần)),1924-03-01,nam,Tiền Giang,0,,,,TRUE
9,Hà Văn Chuẩn,1948-01-01,nam,Hoà Bình,0,,,,TRUE
9,Nguyễn Đình Chừng,1939-12-19,nam,TP Hà Nội,0,,,,TRUE
9,Nguyễn Thanh Chương,1949-07-15,nam,Thanh Hoá,0,,,,TRUE
9,Dương Minh Chương,1945-10-15,nam,Hà Giang,0,,,,TRUE
9,Lâm Phúc Cố,1942-10-26,nam,Yên Bái,0,,,,TRUE
9,Nguyễn Nhiêu Cốc,1930-12-10,nam,Hoà Bình,0,,,,TRUE
9,Măng Cư,1943-02-03,nam,Phú Yên,0,,,,TRUE
9,Mã Điền Cư,1954-01-25,nam,Bình Thuận,0,,,,TRUE
9,Nguyễn Văn Cử,1947-07-15,nam,TP Hà Nội,0,,,,TRUE
9,Vũ Đình Cự,1936-02-15,nam,TP Hà Nội,0,,,,TRUE
9,Nguyễn Bá Cự,1956-12-25,nam,Hà Bắc,0,,,,TRUE
9,Trần Văn Của (Trần Văn Của (Hai Tới)),1939-08-20,nam,Minh Hải,0,,,,TRUE
9,Huỳnh Cương,1925-10-11,nam,Sóc Trăng,0,,,,TRUE
9,Nguyễn Phú Cường,1942-05-19,nam,Lạng Sơn,0,,,,TRUE
9,Trần Thị Tâm Đan,1939-11-29,Nữ,TP Hà Nội,0,,,,TRUE
9,Hà Đăng (Hà Đăng (Đặng Ha)),1929-07-15,nam,Phú Yên,0,,,,TRUE
9,Lê Quang Đạo,1921-08-08,nam,TP Hà Nội,0,,,,TRUE
9,Lê Thanh Đạo,1944-04-20,nam,Hoà Bình,0,,,,TRUE
9,Hoàng Quang Đạo,1939-12-03,nam,Bình Định,0,,,,TRUE
9,Vũ Thị Ngọc Dậu,1945-03-10,Nữ,Thái Bình,0,,,,TRUE
9,Dương Tấn Đệ,1941-03-03,nam,Vĩnh Long,0,,,,TRUE
9,Cha-ma Léa Điêu (Cha-ma Léa Điêu (Chamalea Ngao)),1948-02-20,nam,Ninh Thuận,0,,,,TRUE
9,Nguyễn Phúc Đình,1941-03-12,nam,Hà Tây,0,,,,TRUE
9,Phạm Xuân Định,1934-04-24,nam,Cần Thơ,0,,,,TRUE
9,Lương Công Đoan,1945-05-05,nam,Phú Yên,0,,,,TRUE
9,Đinh Công Đoàn (Đinh Công Đoàn (Ba Đoàn)),1937-11-26,nam,An Giang,0,,,,TRUE
9,Nguyễn Đôn,1918-06-20,nam,Quảng Nam-Đà Nẵng,0,,,,TRUE
9,Phạm Quang Dự,1944-05-31,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Hà Quang Dự,1945-10-25,nam,Tuyên Quang,0,,,,TRUE
9,Trần Minh Duân (Trần Minh Duân (Hải Đăng)),1945-12-15,nam,Khánh Hoà,0,,,,TRUE
9,Hoàng Công Dung,1946-04-20,nam,Yên Bái,0,,,,TRUE
9,Võ Hùng Dũng,1954-09-24,nam,An Giang,0,,,,TRUE
9,Nguyễn Việt Dũng,1926-08-09,nam,Hà Bắc,0,,,,TRUE
9,Ngô Văn Dũng,1950-11-10,nam,Quảng Nam-Đà Nẵng,0,,,,TRUE
9,Bàn Tiến Dũng,1951-09-15,nam,Quảng Ninh,0,,,,TRUE
9,Lê Viết Dược,1941-05-12,nam,Thanh Hoá,0,,,,TRUE
9,Nguyễn Văn Được,1946-12-10,nam,Quảng Ngãi,0,,,,TRUE
9,Đỗ Bình Dương,1942-02-15,nam,Hà Bắc,0,,,,TRUE
9,Trịnh Hồng Dương,1938-08-16,nam,Hà Tĩnh,0,,,,TRUE
9,Tăng Dưởng,1950-12-28,nam,Hà Bắc,0,,,,TRUE
9,Nguyễn Bình Giang,1940-03-06,nam,Quảng Ninh,0,,,,TRUE
9,Hồ Gô,1941-06-01,nam,Quảng Trị,0,,,,TRUE
9,Hồng Hà,1928-09-05,nam,Quảng Ninh,0,,,,TRUE
9,Nguyễn Thu Hà,1949-07-18,Nữ,Thái Bình,0,,,,TRUE
9,Đặng Văn Hai,1952-05-14,nam,Hà Tây,0,,,,TRUE
9,Nguyễn Hồng Hải,1962-06-17,nam,TP Hà Nội,0,,,,TRUE
9,Bùi Hữu Hải,1942-06-10,nam,Vĩnh Phú,0,,,,TRUE
9,Lê Nam Hải,1951-09-01,nam,Vĩnh Long,0,,,,TRUE
9,Nguyễn Văn Hải (Nguyễn Văn Hải (Sáu Hải)),1946-10-10,nam,Đồng Tháp,0,,,,TRUE
9,Tạ Quang Hải,1940-05-11,nam,Nghệ An,0,,,,TRUE
9,Đỗ Hoàng Hải (Đỗ Hoàng Hải (Năm Khoa)),1941-01-09,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Nguyễn Ngọc Hải,1943-08-25,nam,TP Hải Phòng,0,,,,TRUE
9,Nguyễn Văn Hanh (Tám Dân),1926-05-10,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Âu Văn Hành,1954-02-28,nam,Tuyên Quang,0,,,,TRUE
9,Đinh Hạnh,1943-05-15,nam,TP Hà Nội,0,,,,TRUE
9,Nguyễn Trung Hậu,1932-09-15,nam,Ninh Thuận,0,,,,TRUE
9,Nguyễn Đức Hiệp,1940-12-10,nam,Nam Hà,0,,,,TRUE
9,Nguyễn Văn Hiệu,1938-07-21,nam,Hà Tây,0,,,,TRUE
9,Trương Mỹ Hoa (Bảy Thư),1945-08-18,Nữ,TP Hồ Chí Minh,0,,,,TRUE
9,Trần Hoà,1946-06-05,nam,Quảng Bình,0,,,,TRUE
9,Nguyễn Thị Thu Hoài,1943-05-24,Nữ,Quảng Bình,0,,,,TRUE
9,Nguyễn Đức Hoan,1938-01-01,nam,Quảng Trị,0,,,,TRUE
9,Nguyễn Dương Hoàng,1944-03-20,nam,Nghệ An,0,,,,TRUE
9,Bùi Văn Hoành,1942-11-10,nam,Cần Thơ,0,,,,TRUE
9,Đặng Thành Học (Ba Thám),1938-08-20,nam,Minh Hải,0,,,,TRUE
9,Nguyễn Văn Học,1952-05-05,nam,Hà Tây,0,,,,TRUE
9,Nguyễn Viết Hoè,1940-11-16,nam,Quảng Ninh,0,,,,TRUE
9,Lê Phú Hội (Lê Phú Hội (Sáu Hội)),1946-02-16,nam,An Giang,0,,,,TRUE
9,Nguyễn Văn Hơn (Sáu Sên),1929-06-04,nam,An Giang,0,,,,TRUE
9,Nguyễn Minh Hồng (Nguyễn Minh Đậu),1945-07-01,nam,An Giang,0,,,,TRUE
9,Nguyễn Việt Hồng (Quốc Việt),1945-02-03,nam,Minh Hải,0,,,,TRUE
9,Trần Thanh Hồng (Trần Thị Quắn),1948-10-12,Nữ,Trà Vinh,0,,,,TRUE
9,Trương Thị Hồng,1956-02-23,Nữ,Nghệ An,0,,,,TRUE
9,Phan Lệ Hồng,1953-05-08,Nữ,Sóc Trăng,0,,,,TRUE
9,Phùng Quang Hùng,1955-05-09,nam,Vĩnh Phú,0,,,,TRUE
9,Đinh Công Hùng,1946-03-06,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Nguyễn Thiết Hùng,1940-10-10,nam,Khánh Hoà,0,,,,TRUE
9,Nguyễn Mạnh Hùng,1942-08-07,nam,Nam Hà,0,,,,TRUE
9,Đỗ Quốc Hùng (Đỗ Quốc Hùng (Hai Hùng)),1939-03-09,nam,Bà Rịa - Vũng Tàu,0,,,,TRUE
9,Đinh Văn Hùng,1953-10-15,nam,Ninh Bình,0,,,,TRUE
9,Phạm Hưng,1927-01-15,nam,Hải Hưng,0,,,,TRUE
9,Đặng Thị Thanh Hương,1939-09-23,Nữ,Quảng Ninh,0,,,,TRUE
9,Đoàn Lê Hương,1947-03-24,Nữ,TP Hồ Chí Minh,0,,,,TRUE
9,Lê Minh Hương,1936-10-03,nam,Hà Tĩnh,0,,,,TRUE
9,Đặng Hữu,1932-01-02,nam,Bình Định,0,,,,TRUE
9,Bùi Quang Huy (Chín Nhỏ),1941-11-20,nam,Trà Vinh,0,,,,TRUE
9,Phạm Văn Hy (Phạm Văn Hy (Tư Hy)),1931-08-10,nam,Bà Rịa - Vũng Tàu,0,,,,TRUE
9,Hoàng Đức Hỷ,1936-12-13,nam,Tuyên Quang,0,,,,TRUE
9,Lò Văn Inh,1937-01-03,nam,Lai Châu,0,,,,TRUE
9,Nguyễn Văn Khá,1943-03-20,nam,Nam Hà,0,,,,TRUE
9,Phan Văn Khải (Phan Văn Khải (Sáu Khải)),1933-12-25,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Nguyễn Văn Khang,1956-10-05,nam,Tiền Giang,0,,,,TRUE
9,Phạm Văn Khanh,1955-12-02,nam,Tiền Giang,0,,,,TRUE
9,Ngô Hồng Khanh,1945-10-26,nam,Cần Thơ,0,,,,TRUE
9,Nguyễn Khánh (Nguyễn Ngọc Khánh),1928-03-31,nam,Bắc Thái,0,,,,TRUE
9,Nguyễn Trọng Khánh,1936-04-03,nam,Vĩnh Phú,0,,,,TRUE
9,Lê Quốc Khánh,1938-09-23,nam,Quảng Nam-Đà Nẵng,0,,,,TRUE
9,Điểu Khế,1957-12-20,nam,Sông Bé,0,,,,TRUE
9,Vũ Đức Khiển,1940-06-14,nam,TP Hà Nội,0,,,,TRUE
9,Hà Thị Khiết,1950-07-27,Nữ,Tuyên Quang,0,,,,TRUE
9,Đặng Khôi,1935-10-15,nam,Nam Hà,0,,,,TRUE
9,Trương Thị Khuê,1944-10-13,Nữ,Quảng Trị,0,,,,TRUE
9,Đoàn Khuê,1923-10-29,nam,Quảng Trị,0,,,,TRUE
9,Cao Xuân Khuông,1942-02-06,nam,Nghệ An,0,,,,TRUE
9,Nguyễn Hữu Khương,1936-12-21,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Nguyễn Khương,1937-08-19,nam,Bình Thuận,0,,,,TRUE
9,Trần Văn Khuyên,1935-08-10,nam,Hà Tây,0,,,,TRUE
9,Nguyễn Đức Kiên,1948-03-15,nam,Hải Hưng,0,,,,TRUE
9,Lâm Hùng Kiện,1957-08-11,nam,Sóc Trăng,0,,,,TRUE
9,Phạm Văn Kiết (Năm Vận),1929-05-20,nam,Cần Thơ,0,,,,TRUE
9,Trần Anh Kiệt,1937-03-03,nam,Quảng Ngãi,0,,,,TRUE
9,Võ Văn Kiệt (Võ Văn Kiệt (Sáu Dân)),1922-11-23,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Trần Hoàn Kim,1952-07-06,nam,Trà Vinh,0,,,,TRUE
9,Chu Duy Kính,1930-10-06,nam,TP Hà Nội,0,,,,TRUE
9,Lơ-Mu-Ha Krong (Lơ-Mu-Ha-Krong),1952-12-12,nam,Lâm Đồng,0,,,,TRUE
9,Nguyễn Đăng Lâm,1947-03-18,nam,Quảng Nam-Đà Nẵng,0,,,,TRUE
9,Dương Khánh Lâm,1939-05-17,nam,Bắc Thái,0,,,,TRUE
9,Mai Thúc Lân,1935-01-06,nam,Hà Bắc,0,,,,TRUE
9,Nguyễn Thị Lê,1952-11-04,Nữ,Quảng Ninh,0,,,,TRUE
9,Trần Du Lịch,1952-08-19,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Trần Chí Liêm,1950-02-27,nam,Kiên Giang,0,,,,TRUE
9,Lê Thị Thanh Liêm (Lê Tiến),1946-12-29,Nữ,Bến Tre,0,,,,TRUE
9,Hà Thị Liên,1954-11-21,Nữ,Thanh Hoá,0,,,,TRUE
9,Nguyễn Thị Kim Liên,1951-06-20,Nữ,Cần Thơ,0,,,,TRUE
9,Bùi Bích Liên,1941-12-19,Nữ,Lâm Đồng,0,,,,TRUE
9,Nguyễn Thị Liên,1949-02-13,Nữ,An Giang,0,,,,TRUE
9,Chu Văn Liễu,1938-12-05,nam,Hà Tây,0,,,,TRUE
9,Châu Hồng Linh (Bảy Chí Linh),1934-10-27,nam,Vĩnh Long,0,,,,TRUE
9,Nguyễn Đình Lộc,1935-09-13,nam,Yên Bái,0,,,,TRUE
9,Phạm Lợi,1938-04-08,nam,TP Hà Nội,0,,,,TRUE
9,Phạm Lợi,1952-12-01,nam,Hà Tĩnh,0,,,,TRUE
9,Tráng A Lứ,1956-10-10,nam,Sơn La,0,,,,TRUE
9,Lý Tài Luận,1935-04-10,nam,Quảng Bình,0,,,,TRUE
9,Bùi Đức Luận,1944-05-26,nam,TP Hải Phòng,0,,,,TRUE
9,Trần Văn Lực,1958-02-21,nam,Long An,0,,,,TRUE
9,Nguyễn Tấn Lực,1943-07-12,nam,Tiền Giang,0,,,,TRUE
9,Võ Văn Lược,1939-12-10,nam,Bình Định,0,,,,TRUE
9,Tăng Văn Luy,1934-10-23,nam,Hà Bắc,0,,,,TRUE
9,Lò Thị Luyến,1952-04-24,Nữ,Sơn La,0,,,,TRUE
9,Nguyễn Trực Luyện,1936-10-15,nam,Cao Bằng,0,,,,TRUE
9,Đào Đình Luyện,1929-01-05,nam,Thái Bình,0,,,,TRUE
9,Hoàng Thị Bích Ly,1956-10-13,Nữ,Lạng Sơn,0,,,,TRUE
9,Đặng Văn Lý (Đặng Văn Lý (Mười Đôi)),1929-03-25,nam,Tây Ninh,0,,,,TRUE
9,Lý Kim Mai,1943-02-06,Nữ,TP Hồ Chí Minh,0,,,,TRUE
9,Hồ Minh Mẫn,1929-07-14,nam,Vĩnh Long,0,,,,TRUE
9,Nguyễn Thị Mận,1956-05-10,Nữ,TP Hải Phòng,0,,,,TRUE
9,Nông Đức Mạnh,1940-09-11,nam,Lạng Sơn,0,,,,TRUE
9,Vũ Minh Mão,1942-08-03,nam,Thái Bình,0,,,,TRUE
9,Vũ Mão,1939-12-19,nam,Nam Hà,0,,,,TRUE
9,Trịnh Xuân Mão,1940-08-16,nam,Thanh Hoá,0,,,,TRUE
9,Trần Thị Miên,1948-04-20,Nữ,Hải Hưng,0,,,,TRUE
9,Đặng Nhật Minh,1938-05-11,nam,Thanh Hoá,0,,,,TRUE
9,Nguyễn Văn Minh (Nguyễn Văn Minh (Sáu Minh)),1937-08-13,nam,Sông Bé,0,,,,TRUE
9,Bùi Công Minh (Ba Minh),1941-11-22,nam,Trà Vinh,0,,,,TRUE
9,Nguyễn Thị Hồng Minh,1951-07-02,Nữ,Minh Hải,0,,,,TRUE
9,Phạm Văn Minh (Phạm Văn Minh (Hai Phí)),1937-07-02,nam,Kiên Giang,0,,,,TRUE
9,Đỗ Mười,1917-02-02,nam,TP Hà Nội,0,,,,TRUE
9,Chu Văn Mười,1944-01-06,nam,TP Hải Phòng,0,,,,TRUE
9,Mùa Thị Mỷ,1948-10-25,Nữ,Lai Châu,0,,,,TRUE
9,Triệu Thị Nái,1964-04-12,Nữ,Hà Giang,0,,,,TRUE
9,Vũ Tú Nam (Vũ Tú Nam (Tiến Nam)),1929-10-05,nam,Nam Hà,0,,,,TRUE
9,Trần Bích Nga,1960-04-20,Nữ,TP Hải Phòng,0,,,,TRUE
9,Trần Văn Ngẫu,1936-05-01,nam,Bến Tre,0,,,,TRUE
9,Moong Văn Nghệ,1945-05-17,nam,Nghệ An,0,,,,TRUE
9,Vương Thị Nghì,1956-03-26,Nữ,Lào Cai,0,,,,TRUE
9,Lại Vi Nghị,1953-10-05,nam,Nam Hà,0,,,,TRUE
9,Tăng Nghĩa,1956-11-30,nam,Hà Tĩnh,0,,,,TRUE
9,Huỳnh Nghĩa,1955-06-15,nam,Quảng Nam-Đà Nẵng,0,,,,TRUE
9,Nông Thái Nghiệp,1942-12-29,nam,Bắc Thái,0,,,,TRUE
9,H' Ngia (H'Ngia),1946-06-01,Nữ,Gia Lai,0,,,,TRUE
9,Bùi Thiện Ngộ,1929-10-24,nam,Bà Rịa - Vũng Tàu,0,,,,TRUE
9,Nguyễn Đình Ngộ,1935-12-20,nam,Thừa Thiên - Huế,0,,,,TRUE
9,Trần Quang Ngọc,1938-01-21,nam,Nam Hà,0,,,,TRUE
9,Phạm Văn Ngọc,1939-07-20,nam,TP Hà Nội,0,,,,TRUE
9,Đỗ Văn Ngọc,1953-03-01,nam,Vĩnh Phú,0,,,,TRUE
9,Đàm Văn Ngụy,1928-05-01,nam,Cao Bằng,0,,,,TRUE
9,Nguyễn Thanh Nguyên,1957-04-10,nam,Long An,0,,,,TRUE
9,Hoàng Thị Ánh Nguyệt,1955-10-26,Nữ,Thanh Hoá,0,,,,TRUE
9,Trần Thị Nhàn,1941-10-07,Nữ,Quảng Ngãi,0,,,,TRUE
9,Nguyễn Trọng Nhân,1930-10-04,nam,Nam Hà,0,,,,TRUE
9,Nguyễn Thị Việt Nhân,1948-12-20,Nữ,Kiên Giang,0,,,,TRUE
9,Huỳnh Thị Nhân,1952-11-10,Nữ,TP Hồ Chí Minh,0,,,,TRUE
9,Trần Văn Nhẫn,1934-03-20,nam,Bình Định,0,,,,TRUE
9,Nguyễn Văn Nhận,1945-12-12,nam,Hà Bắc,0,,,,TRUE
9,Hoàng Ngọc Nhất,1947-10-25,nam,Thanh Hoá,0,,,,TRUE
9,Triệu Thị Nhậy,1952-05-03,Nữ,Yên Bái,0,,,,TRUE
9,Thượng tọa Dương Nhơn,1930-02-20,nam,Sóc Trăng,0,,,,TRUE
9,Nguyễn Thị Nhung,1959-04-27,Nữ,Hà Bắc,0,,,,TRUE
9,Y Ngông Niê KĐăm,1922-08-13,nam,Đắc Lắk,0,,,,TRUE
9,H'Win Niê KĐăm,1951-10-27,Nữ,Đắc Lắk,0,,,,TRUE
9,Trần Văn Niên (Tư Niên),1933-01-19,nam,Kiên Giang,0,,,,TRUE
9,Nguyễn Thị Nở,1945-12-30,Nữ,Khánh Hoà,0,,,,TRUE
9,Hà Văn Nội,1936-12-30,nam,Vĩnh Phú,0,,,,TRUE
9,Mao Xuân Nung,1944-03-09,nam,Hải Hưng,0,,,,TRUE
9,Vũ Oanh (Vũ Duy Trương),1924-09-16,nam,Hoà Bình,0,,,,TRUE
9,Tráng A Pao,1945-12-01,nam,Lào Cai,0,,,,TRUE
9,Lỳ Ly Phà,1945-04-15,nam,Lai Châu,0,,,,TRUE
9,Trần Văn Phác (Văn Phác),1926-12-29,nam,Hải Hưng,0,,,,TRUE
9,Nguyễn Hà Phan,1933-02-02,nam,Cần Thơ,0,,,,TRUE
9,Nguyễn Tấn Phát,1944-04-19,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Lê Khả Phiêu,1931-12-27,nam,Thanh Hoá,0,,,,TRUE
9,Nguyễn Thị Huyền Phin,1964-09-11,Nữ,Thái Bình,0,,,,TRUE
9,Trương Công Phò,1942-02-15,nam,Tiền Giang,0,,,,TRUE
9,Nguyễn Thanh Phong (Bảy Phong),1929-07-30,nam,Đồng Tháp,0,,,,TRUE
9,Phạm Thanh Phong,1942-02-28,nam,Long An,0,,,,TRUE
9,Lâm Phú,1939-10-01,nam,Trà Vinh,0,,,,TRUE
9,Phạm Phụ,1937-12-11,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Nguyễn Hồng Phúc,1932-08-15,nam,Tây Ninh,0,,,,TRUE
9,Trần Đình Phùng,1950-06-20,nam,Hải Hưng,0,,,,TRUE
9,Phan Lâm Phương,1949-09-20,nam,Quảng Bình,0,,,,TRUE
9,Vũ Quần Phương,1940-09-08,nam,TP Hà Nội,0,,,,TRUE
9,Đỗ Phượng,1930-11-16,nam,Nghệ An,0,,,,TRUE
9,Nguyễn Thị Ngọc Phượng,1944-03-10,Nữ,TP Hồ Chí Minh,0,,,,TRUE
9,A Ma Pui (Yliă Mjăo),1932-06-26,nam,Đắc Lắk,0,,,,TRUE
9,Hoàng Bình Quân,1959-06-16,nam,Thái Bình,0,,,,TRUE
9,Phan Quang,1928-08-15,nam,Thái Bình,0,,,,TRUE
9,Nguyễn Minh Quang,1952-09-01,nam,Nam Hà,0,,,,TRUE
9,Phạm Ngọc Quang,1950-03-04,nam,Thanh Hoá,0,,,,TRUE
9,Võ Nguyên Quảng,1936-01-01,nam,Thừa Thiên - Huế,0,,,,TRUE
9,Nguyễn Duy Quí,1932-04-06,nam,Nghệ An,0,,,,TRUE
9,Lương Xuân Quỳ,1941-10-21,nam,TP Hà Nội,0,,,,TRUE
9,Chu Thúy Quỳnh,1941-10-10,Nữ,TP Hà Nội,0,,,,TRUE
9,Nguyễn Văn Răng,1935-10-25,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Vũ Mạnh Rinh,1938-08-16,nam,Thái Bình,0,,,,TRUE
9,Nguyễn Văn Rốp,1949-12-21,nam,Tây Ninh,0,,,,TRUE
9,Đỗ Quốc Sam,1929-05-29,nam,TP Hải Phòng,0,,,,TRUE
9,Cà Kha Sam,1945-04-12,nam,Sơn La,0,,,,TRUE
9,Nguyễn Văn Sản,1939-04-21,nam,Thái Bình,0,,,,TRUE
9,Trương Tấn Sang,1949-01-21,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Dương Văn Sáng,1952-04-29,nam,Cao Bằng,0,,,,TRUE
9,Lê Ngọc Sanh,1944-08-15,nam,Đắc Lắk,0,,,,TRUE
9,Thích Thiện Siêu (Võ Trọng Tường),1921-07-15,nam,Thừa Thiên - Huế,0,,,,TRUE
9,Hoàng Bích Sơn,1926-07-10,nam,Bình Thuận,0,,,,TRUE
9,Phạm Thị Sơn,1946-05-18,Nữ,Bà Rịa - Vũng Tàu,0,,,,TRUE
9,Chu Phạm Ngọc Sơn,1936-04-10,nam,TP Hồ Chí Minh,0,,,,TRUE
9,Lê Trung Sơn,1937-11-02,nam,Đồng Tháp,0,,,,TRUE
9,Hà Thị Thu Sương,1940-12-12,Nữ,Quảng Nam-Đà Nẵng,0,,,,TRUE
9,Nguyễn Thị Tuyết Sương (Phương Trang),1951-12-19,Nữ,Bến Tre,0,,,,TRUE
9,Dương Công Sửu,1950-07-14,nam,Lạng Sơn,0,,,,TRUE
9,Nguyễn Văn Sỹ (Ksor Krơn),1930-07-27,nam,Gia Lai,0,,,,TRUE
9,Phan Tấn Tài,1942-12-22,nam,Vĩnh Long,0,,,,TRUE
9,Lê Văn Tam,1937-11-10,nam,Thanh Hoá,0,,,,TRUE
9,Trần Đức Tâm,1947-01-06,nam,Hà Bắc,0,,,,TRUE
9,Nguyễn Văn Tâm,1941-11-01,nam,Hà Tây,0,,,,TRUE
9,Bùi Văn Tẩm (Sáu Tẩm),1934-08-15,nam,Kiên Giang,0,,,,TRUE
9,Đậu Hồng Tân,1951-04-12,nam,Nghệ An,0,,,,TRUE
9,K' Tân (K'Long),1946-05-19,nam,Đắc Lắk,0,,,,TRUE
9,Diệp Kỉnh Tần,1952-11-01,nam,Sóc Trăng,0,,,,TRUE
9,Phạm Nguyên Tần,1938-07-27,nam,Hải Hưng,0,,,,TRUE
9,Sô Lây Tăng,1937-10-02,nam,Kon Tum,0,,,,TRUE
9,Phan Minh Tánh (Chín Đào),1929-02-12,nam,Đồng Tháp,0,,,,TRUE
9,Nguyễn Khắc Táo,1939-10-15,nam,Hà Tĩnh,0,,,,TRUE
9,Hồ Tế,1934-01-10,nam,TP Hải Phòng,0,,,,TRUE
9,Đoàn Văn Téo,1938-02-03,nam,Bình Định,0,,,,TRUE
9,Đặng Công Thạch,1942-05-25,nam,Long An,0,,,,TRUE
9,Nông Hồng Thái,1939-07-24,nam,Cao Bằng,0,,,,TRUE
9,Đinh Quốc Thái,1959-08-22,nam,Đồng Nai,0,,,,TRUE
9,Trần Quốc Thại,1932-06-20,nam,Hà Tĩnh,0,,,,TRUE
9,Vũ Gia Tham,1940-05-05,nam,Nam Hà,0,,,,TRUE
9,Nguyễn Thị Thân,1937-08-14,Nữ,Nam Hà,0,,,,TRUE
9,Trương Minh Thắng (Tư Thắng),1944-12-04,nam,Minh Hải,0,,,,TRUE
9,Đỗ Quang Thắng,1927-06-12,nam,Quảng Ngãi,0,,,,TRUE
