10,Trịnh Hồng Dương,1938-08-16,nam,Lạng Sơn,0,,,,TRUE
10,Đinh Dương,1946-05-20,nam,Gia Lai,0,,,,TRUE
10,Lê Văn Dưỡng,1945-12-20,nam,Hải Dương,0,,,,TRUE
10,Phan Văn Đương,1942-08-08,nam,Bình Dương,0,,,,TRUE
10,Trần Ngọc Đường,1945-07-25,nam,Kiên Giang,0,,,,TRUE
10,Phạm Thế Duyệt,1936-08-10,nam,Hải Dương,0,,,,TRUE
10,Lê Cẩm Em,1953-03-10,Nữ,An Giang,0,,,,TRUE
10,Trần Xuân Giá,1939-04-24,nam,Thừa Thiên - Huế,0,,,,TRUE
10,Ngô Đình Giao,1941-08-05,nam,Cao Bằng,0,,,,TRUE
10,Hồ Văn Giáp,1954-03-23,nam,Hà Tĩnh,0,,,,TRUE
10,Trần Bảo Giốc,1936-05-01,nam,Đồng Nai,0,,,,TRUE
10,Lê Thuý Hà,1964-04-09,Nữ,TP Hải Phòng,0,,,,TRUE
10,Phạm Minh Hà,1943-10-08,Nữ,TP Hà Nội,0,,,,TRUE
10,Trương Thị Thuý Hà,1954-12-15,Nữ,Quảng Nam,0,,,,TRUE
10,Nguyễn Duy Hạc,1949-03-23,nam,TP Hải Phòng,0,,,,TRUE
10,Phan Như Hải,1954-10-10,nam,Bình Định,0,,,,TRUE
10,Nguyễn Văn Hải (Nguyễn Văn Hải (Nguyễn Văn Ngoạt)),1946-10-10,nam,Đồng Tháp,0,,,,TRUE
10,Âu Văn Hành,1954-02-28,nam,Tuyên Quang,0,,,,TRUE
10,Đinh Hạnh,1943-05-15,nam,TP Hà Nội,0,,,,TRUE
10,Trần Mai Hạnh,1943-01-01,nam,Bạc Liêu,0,,,,TRUE
10,Trần Thị Thanh Hạnh,1954-06-06,Nữ,Hà Tĩnh,0,,,,TRUE
10,Trần Ngọc Hảo,1957-07-25,nam,Đồng Tháp,0,,,,TRUE
10,Phan Văn Hết,1951-03-15,nam,Đồng Nai,0,,,,TRUE
10,Trần Thị Hiên,1965-01-03,Nữ,Bắc Ninh,0,,,,TRUE
10,Nguyễn Ngọc Hiến,1944-10-28,nam,Tiền Giang,0,,,,TRUE
10,Hà Thị Hiền,1971-08-20,Nữ,Hoà Bình,0,,,,TRUE
10,Lê Minh Hiền (Lê Minh Hiền (Bảy Hiền)),1947-04-28,nam,Cà Mau,0,,,,TRUE
10,Linh mục Nguyễn Đức Hiệp,1940-12-15,nam,Nam Định,0,,,,TRUE
10,Nguyễn Văn Hiệu,1938-07-21,nam,Hà Tây,0,,,,TRUE
10,Trương Mỹ Hoa (Trương Mỹ Hoa (Bảy Thư)),1945-08-18,Nữ,Tiền Giang,0,,,,TRUE
10,Lưu Kim Hoa,1948-07-18,Nữ,TP Hồ Chí Minh,0,,,,TRUE
10,Phạm Thị Thu Hoà,1954-08-25,Nữ,Thái Bình,0,,,,TRUE
10,Cao Thị Hoan,1974-09-04,Nữ,Hải Dương,0,,,,TRUE
10,Đỗ Thị Hoan,1960-02-17,Nữ,Hưng Yên,0,,,,TRUE
10,Trần Đình Hoan,1939-10-20,nam,Hưng Yên,0,,,,TRUE
10,Nguyễn Đức Hoan,1938-01-01,nam,Quảng Trị,0,,,,TRUE
10,Lê Ngọc Hoàn,1937-07-15,nam,Thanh Hoá,0,,,,TRUE
10,Lê Minh Hoàng,1945-08-13,nam,TP Hồ Chí Minh,0,,,,TRUE
10,Nguyễn Như Hoạt,1950-09-02,nam,Bắc Giang,0,,,,TRUE
10,Moong Văn Hợi,1957-10-15,nam,Nghệ An,0,,,,TRUE
10,Hoàng Văn Hon,1943-12-09,nam,Hoà Bình,0,,,,TRUE
10,Đoàn Hồng (Đoàn Hồng (Đoàn Văn Hồng)),1951-12-10,nam,Đồng Tháp,0,,,,TRUE
10,Hồ Thị Hồng,1951-02-28,Nữ,Quảng Trị,0,,,,TRUE
10,Lê Minh Hồng,1949-01-25,nam,Ninh Bình,0,,,,TRUE
10,Lý Khánh Hồng,1957-09-30,nam,Vĩnh Long,0,,,,TRUE
10,Nguyễn Thị Thu Hồng,1959-07-27,Nữ,Thừa Thiên - Huế,0,,,,TRUE
10,Vũ Xuân Hồng,1950-01-04,nam,Vĩnh Long,0,,,,TRUE
10,Phan Lệ Hồng,1953-05-08,Nữ,Sóc Trăng,0,,,,TRUE
10,Trần Thanh Hồng (Trần Thanh Hồng (Trần Thị Quắn)),1948-10-12,Nữ,Trà Vinh,0,,,,TRUE
10,Nguyễn Minh Hồng (Nguyễn Minh Hồng (Nguyễn Minh Đậu)),1945-07-01,nam,An Giang,0,,,,TRUE
10,Bùi Quang Huân,1950-09-01,nam,Thái Nguyên,0,,,,TRUE
10,Nguyễn Hữu Hùng,1948-12-20,nam,Nghệ An,0,,,,TRUE
10,Nguyễn Minh Hùng,1939-10-15,nam,An Giang,0,,,,TRUE
10,Nguyễn Sinh Hùng,1946-01-18,nam,TP Hồ Chí Minh,0,,,,TRUE
10,Phan Thế Hùng (Phan Thế Hùng (Đào Mạnh Hùng)),1942-06-20,nam,TP Hải Phòng,0,,,,TRUE
10,Nguyễn Thiết Hùng,1940-10-10,nam,Khánh Hoà,0,,,,TRUE
10,Nguyễn Thị Thanh Hưng,1963-06-28,Nữ,TP Đà Nẵng,0,,,,TRUE
10,Nguyễn Thị Xuân Hương,1954-03-12,Nữ,Quảng Ngãi,0,,,,TRUE
10,Đặng Thị Thanh Hương,1939-09-23,Nữ,Quảng Ninh,0,,,,TRUE
10,Lê Minh Hương,1936-10-03,nam,Hà Tĩnh,0,,,,TRUE
10,Đoàn Lê Hương,1947-03-24,Nữ,TP Hồ Chí Minh,0,,,,TRUE
10,Nguyễn Xuân Hướng,1937-09-23,nam,Quảng Bình,0,,,,TRUE
10,Huỳnh Thị Hường,1950-07-10,Nữ,Quảng Nam,0,,,,TRUE
10,Nguyễn Thị Hường (Nguyễn Thị Hường (Nguyễn Bích Hường)),1961-10-15,Nữ,Thanh Hoá,0,,,,TRUE
10,Lê Văn Hữu,1943-04-13,nam,Phú Yên,0,,,,TRUE
10,Đặng Hữu,1932-01-02,nam,Bình Định,0,,,,TRUE
10,Trần Trọng Hựu,1942-06-21,nam,Trà Vinh,0,,,,TRUE
10,Võ Đức Huy,1950-08-10,nam,Quảng Ngãi,0,,,,TRUE
10,Huỳnh Hữu Kha,1946-01-25,nam,Tiền Giang,0,,,,TRUE
10,Vũ Mạnh Kha,1935-10-12,nam,TP Hà Nội,0,,,,TRUE
10,Nguyễn Văn Khá,1943-03-20,nam,Nam Định,0,,,,TRUE
10,Bùi Văn Khà,1960-01-14,nam,Thái Bình,0,,,,TRUE
10,Phan Văn Khải,1933-12-25,nam,TP Hồ Chí Minh,0,,,,TRUE
10,Trần Khán,1948-08-10,nam,Bình Thuận,0,,,,TRUE
10,Nguyễn Thị Hồng Khanh,1964-02-28,Nữ,Đồng Nai,0,,,,TRUE
10,Nguyễn Hữu Khánh (Nguyễn Hữu Khánh (Út Vũ)),1942-08-01,nam,An Giang,0,,,,TRUE
10,Trần Văn Khánh (Trần Văn Khánh (Ba Khánh)),1943-02-03,nam,Bà Rịa - Vũng Tàu,0,,,,TRUE
10,Lê Quốc Khánh,1938-09-23,nam,Quảng Nam,0,,,,TRUE
10,Nguyễn Khánh,1928-03-31,nam,Thái Nguyên,0,,,,TRUE
10,Phạm Gia Khiêm,1944-08-06,nam,Bắc Kạn,0,,,,TRUE
10,Trần Thanh Khiêm,1947-08-19,nam,Cà Mau,0,,,,TRUE
10,Vũ Đức Khiển,1940-06-14,nam,Bà Rịa - Vũng Tàu,0,,,,TRUE
10,Hà Thị Khiết (Hà Thị Khiết (Hà Thị Khích)),1950-07-27,Nữ,Tuyên Quang,0,,,,TRUE
10,Phạm Khuê,1925-08-07,nam,Hải Dương,0,,,,TRUE
10,Đoàn Khuê,1923-10-29,nam,Quảng Trị,0,,,,TRUE
10,Nguyễn Đức Kiên,1948-03-15,nam,Hải Dương,0,,,,TRUE
10,Lâm Hùng Kiện,1957-08-11,nam,Sóc Trăng,0,,,,TRUE
10,Nguyễn Thị Kim,1951-01-19,Nữ,Bình Phước,0,,,,TRUE
10,Vũ Trọng Kim (Võ Văn Kim),1953-03-23,nam,Gia Lai,0,,,,TRUE
10,Điểu K'ré,1968-08-09,nam,Đắc Lắk,0,,,,TRUE
10,Nguyễn Sĩ Lâm,1963-12-01,nam,An Giang,0,,,,TRUE
10,Trần Thị Lan,1958-11-26,Nữ,Phú Thọ,0,,,,TRUE
10,Trần Thị Ngọc Lan,1947-10-09,Nữ,Quảng Ngãi,0,,,,TRUE
10,Mai Thúc Lân,1935-01-06,nam,Quảng Nam,0,,,,TRUE
10,Nguyễn Trung Lập,1953-03-08,nam,An Giang,0,,,,TRUE
10,Trương Thị Hải Lệ,1973-10-15,Nữ,Nghệ An,0,,,,TRUE
10,Huỳnh Thị Lến,1957-01-10,Nữ,Trà Vinh,0,,,,TRUE
10,Cao Thị Lèng,1959-08-09,Nữ,Quảng Bình,0,,,,TRUE
10,Đặng Vũ Liêm,1942-06-15,nam,Hà Giang,0,,,,TRUE
10,Đỗ Thành Liêm,1952-12-11,nam,Khánh Hoà,0,,,,TRUE
10,Trần Chí Liêm,1950-02-27,nam,Kiên Giang,0,,,,TRUE
10,Nguyễn Thị Liên,1949-12-13,Nữ,An Giang,0,,,,TRUE
10,Đỗ Thị Liên,1950-08-30,Nữ,Ninh Bình,0,,,,TRUE
10,Đỗ Thị Bích Liên,1959-09-19,Nữ,Ninh Thuận,0,,,,TRUE
10,Lê Thị Thanh Liên,1956-12-28,Nữ,Bình Thuận,0,,,,TRUE
10,Nguyễn Thị Lĩnh (Nguyễn Thị Lĩnh (Nguyễn Thị Trâm)),1965-10-08,Nữ,Thái Bình,0,,,,TRUE
10,Ngô Đình Loan,1942-01-10,nam,Bắc Ninh,0,,,,TRUE
10,Nguyễn Thị Kim Loan,1952-07-06,Nữ,Lâm Đồng,0,,,,TRUE
10,Nguyễn Thị Mai Loan,1956-12-01,Nữ,Trà Vinh,0,,,,TRUE
10,Võ Hữu Lộc,1948-06-27,nam,Bắc Ninh,0,,,,TRUE
10,Nguyễn Đình Lộc,1935-09-13,nam,TP Hồ Chí Minh,0,,,,TRUE
10,Dương Thị Lợi,1953-02-10,Nữ,Bắc Giang,0,,,,TRUE
10,Phạm Văn Long,1946-12-15,nam,Hà Tĩnh,0,,,,TRUE
10,Trần Đình Long,1954-05-25,nam,Đắc Lắk,0,,,,TRUE
10,Nguyễn Duy Lự (Nguyễn Duy Lự (Hồng Vinh)),1945-06-25,nam,Cần Thơ,0,,,,TRUE
10,Lý Tài Luận,1935-04-10,nam,Quảng Bình,0,,,,TRUE
10,Nguyễn Hữu Luật,1947-10-10,nam,Bình Phước,0,,,,TRUE
10,Nguyễn Thị Luật,1948-02-28,Nữ,Hoà Bình,0,,,,TRUE
10,Trần Đức Lương,1937-05-05,nam,Quảng Ngãi,0,,,,TRUE
10,Nguyễn Văn Lưỡng (Nguyễn Văn Lưỡng (Sáu Lưỡng)),1949-05-02,nam,Tiền Giang,0,,,,TRUE
10,Tăng Văn Luy,1934-10-23,nam,Ninh Bình,0,,,,TRUE
10,Phan Trung Lý,1954-12-20,nam,Cao Bằng,0,,,,TRUE
10,Nguyễn Thị Mai,1962-09-01,Nữ,Hà Tây,0,,,,TRUE
10,Nguyễn Thị Bạch Mai,1961-06-21,Nữ,Đồng Nai,0,,,,TRUE
10,Phan Thị Tuyết Mai,1958-05-19,Nữ,Vĩnh Long,0,,,,TRUE
10,Trần Kim Mai (Trần Kim Mai (Xuân Mai)),1960-10-17,Nữ,Tiền Giang,0,,,,TRUE
10,Trần Văn Mai,1967-05-10,nam,Quảng Nam,0,,,,TRUE
10,Trương Thị Mai,1958-07-14,Nữ,Lạng Sơn,0,,,,TRUE
10,Trương Thị Mai,1958-01-23,Nữ,Cà Mau,0,,,,TRUE
10,Châu Văn Mẫn,1950-08-11,nam,Bà Rịa - Vũng Tàu,0,,,,TRUE
10,Ngô Minh Mẫn,1953-09-01,nam,Phú Thọ,0,,,,TRUE
10,Vi Văn Mạn,1949-01-09,nam,Lạng Sơn,0,,,,TRUE
10,Lê Thị Mạnh,1958-04-17,Nữ,Hà Tây,0,,,,TRUE
10,Nông Đức Mạnh,1940-09-11,nam,TP Hà Nội,0,,,,TRUE
10,Lò Khâm Mao,1948-07-14,nam,Thanh Hoá,0,,,,TRUE
10,Vũ Minh Mão,1942-08-03,nam,Thái Bình,0,,,,TRUE
10,Vũ Mão,1939-12-19,nam,Nam Định,0,,,,TRUE
10,Nguyễn Văn Mạo,1951-09-04,nam,Hà Tĩnh,0,,,,TRUE
10,Nguyễn Chí Mát,1949-07-09,nam,Hưng Yên,0,,,,TRUE
10,Mo Lom Men (Mo Lom Men (K'Men)),1956-04-05,nam,Lâm Đồng,0,,,,TRUE
10,Hoàng Văn Minh,1950-11-04,nam,Nghệ An,0,,,,TRUE
10,Lê Công Minh,1947-07-20,nam,Quảng Bình,0,,,,TRUE
10,Lê Quang Minh,1953-07-28,nam,Cần Thơ,0,,,,TRUE
10,Mai Xuân Minh,1942-10-01,nam,Thanh Hoá,0,,,,TRUE
10,Nguyễn Ngọc Hằng Minh,1972-09-02,nam,Vĩnh Phúc,0,,,,TRUE
10,Nguyễn Thị Xuân Mỹ (Nguyễn Thị Xuân Mỹ (Đào Thị Xuân Mỹ)),1940-09-30,Nữ,TP Hải Phòng,0,,,,TRUE
10,Mùa Thị Mỷ,1948-10-25,Nữ,Lai Châu,0,,,,TRUE
10,Lữ Minh Nam,1958-02-07,nam,Kiên Giang,0,,,,TRUE
10,Trần Huy Năng,1945-10-01,nam,TP Hải Phòng,0,,,,TRUE
10,Thái Phụng Nê,1936-05-24,nam,Phú Yên,0,,,,TRUE
10,Lê Thị Nga,1964-12-20,Nữ,Thanh Hoá,0,,,,TRUE
10,Lương Thuý Nga,1971-06-06,Nữ,Cao Bằng,0,,,,TRUE
10,Phạm Thanh Ngân,1939-04-18,nam,Thái Nguyên,0,,,,TRUE
10,Hồ Tiến Nghị,1940-05-02,nam,Bình Thuận,0,,,,TRUE
10,Nguyễn Thị Nghĩa,1960-12-06,Nữ,TP Hải Phòng,0,,,,TRUE
10,Trương Duy Nghĩa,1939-11-10,nam,Ninh Thuận,0,,,,TRUE
10,Hoàng Văn Nghiên,1941-01-18,nam,TP Hà Nội,0,,,,TRUE
10,Nông Thái Nghiệp,1942-12-29,nam,Thái Nguyên,0,,,,TRUE
10,Lê Huy Ngọ,1938-08-13,nam,Vĩnh Phúc,0,,,,TRUE
10,Lê Duy Nguyên,1950-12-24,nam,Nghệ An,0,,,,TRUE
10,Nguyễn Thanh Nguyên,1957-04-10,nam,Long An,0,,,,TRUE
10,Lò Văn Nhài,1936-07-07,nam,Sơn La,0,,,,TRUE
10,Cao Thế Nhân (Cao Thế Nhân (Tư Nhân)),1948-12-06,nam,Vĩnh Long,0,,,,TRUE
10,Mai Hồng Nhân,1956-10-10,nam,Nam Định,0,,,,TRUE
10,Nguyễn Thiện Nhân,1953-06-12,nam,TP Hồ Chí Minh,0,,,,TRUE
10,Nguyễn Trọng Nhân,1930-10-04,nam,Hà Nam,0,,,,TRUE
10,Nguyễn Thị Việt Nhân,1948-12-20,Nữ,Kiên Giang,0,,,,TRUE
10,Nguyễn Thị Nhãn,1954-03-04,Nữ,Tiền Giang,0,,,,TRUE
10,Trần Khả Nhận,1942-03-02,nam,Nam Định,0,,,,TRUE
10,Hồ Dũng Nhật,1954-01-02,nam,Bình Thuận,0,,,,TRUE
10,Nguyễn Văn Nhiệm,1948-05-13,nam,Sóc Trăng,0,,,,TRUE
10,H'Luộc N'Tơr,1957-05-27,Nữ,Đắc Lắk,0,,,,TRUE
10,Lò Thị Nu,1957-05-20,Nữ,Sơn La,0,,,,TRUE
10,A Núk,1942-04-17,nam,Kon Tum,0,,,,TRUE
10,Đinh Văn Oanh,1948-07-15,nam,Nghệ An,0,,,,TRUE
10,Tráng A Pao,1945-12-01,nam,Lào Cai,0,,,,TRUE
10,Lý Khai Phà,1947-12-22,nam,Lai Châu,0,,,,TRUE
10,Trần Văn Phác (Trần Văn Phác (Văn Phác)),1926-12-29,nam,TP Hà Nội,0,,,,TRUE
10,Nguyễn Tấn Phát,1944-04-19,nam,TP Hồ Chí Minh,0,,,,TRUE
10,Đặng Thị Phương Phi,1955-03-10,Nữ,Long An,0,,,,TRUE
10,Nguyễn Ngọc Phi,1954-10-10,nam,Vĩnh Phúc,0,,,,TRUE
10,Sơn Thị So Phi,1943-11-10,Nữ,Cần Thơ,0,,,,TRUE
10,Lê Khả Phiêu,1931-12-27,nam,Thanh Hoá,0,,,,TRUE
10,Phượng Quầy Phin,1947-04-26,nam,Hà Giang,0,,,,TRUE
10,Nguyễn Thành Phong,1962-07-18,nam,TP Hồ Chí Minh,0,,,,TRUE
10,Tòng Thị Phóng,1954-02-10,Nữ,Sơn La,0,,,,TRUE
10,Hoàng Thanh Phú,1944-06-26,nam,Quảng Ninh,0,,,,TRUE
10,Nguyễn Thái Phúc,1955-01-12,nam,Ninh Thuận,0,,,,TRUE
10,Tào Hữu Phùng,1941-10-12,nam,Hà Tây,0,,,,TRUE
10,Cao Văn Phụng,1953-01-29,nam,Cần Thơ,0,,,,TRUE
10,Hà Văn Phụng (Hà Văn Phụng (Hà Văn Uông)),1943-12-24,nam,Bắc Kạn,0,,,,TRUE
10,Đỗ Nguyên Phương,1937-05-20,nam,Bình Phước,0,,,,TRUE
10,Lý Thị Phương,1961-11-22,Nữ,Hà Giang,0,,,,TRUE
10,Nguyễn Thị Phương,1960-09-01,Nữ,Thanh Hoá,0,,,,TRUE
10,Trần Thị Phương,1953-09-09,Nữ,Thanh Hoá,0,,,,TRUE
10,Trần Thị Mai Phương,1955-04-11,Nữ,Long An,0,,,,TRUE
10,Võ Minh Phương,1955-08-12,nam,Lâm Đồng,0,,,,TRUE
10,Lò Văn Puốn,1940-05-19,nam,Lai Châu,0,,,,TRUE
10,Lê Hoàng Quân (Lê Hoàng Quân (Lê Minh Sơn)),1953-02-10,nam,Đồng Nai,0,,,,TRUE
10,Trần Hồng Quân,1937-02-15,nam,Sóc Trăng,0,,,,TRUE
10,Trần Vinh Quang,1944-05-01,nam,Cà Mau,0,,,,TRUE
10,Phan Quang (Phan Quang (Phan Quang Diêu)),1928-08-15,nam,Quảng Trị,0,,,,TRUE
10,Giàng Văn Quẩy (Giàng Văn Quẩy (Dương Văn Quý)),1946-06-15,nam,Hà Giang,0,,,,TRUE
10,Vũ Quốc Quế,1948-08-25,nam,Thanh Hoá,0,,,,TRUE
10,Nguyễn Thị Lập Quốc,1951-05-05,Nữ,TP Hồ Chí Minh,0,,,,TRUE
10,Nguyễn Duy Quý,1932-04-06,nam,Nghệ An,0,,,,TRUE
10,Lương Xuân Quỳ,1941-10-21,nam,TP Hà Nội,0,,,,TRUE
10,Chu Thuý Quỳnh,1941-10-10,Nữ,Hoà Bình,0,,,,TRUE
10,Nguyễn Văn Rinh,1942-07-29,nam,Hải Dương,0,,,,TRUE
